产品名称(必填),产品类型(必填),产品类别(必填),设备名称(必填),设备地址(必填),设备功能类型(必填),标识符(必填),功能名称(必填),寄存器地址(必填),字节长度(必填),读写类型(必填),值范围（RW信号必填）,信号单位(必填),数据类型(必填),功能码(必填),数据格式(必填),比例系数（非必填）,告警级别（非必填）
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101581,电池报警状态44# 电压过高告警,1161,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101582,电池报警状态44# 电压过低告警,1163,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101583,电池报警状态44# 电压不均告警,1165,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101584,电池报警状态44# 极柱温度过高告警,1167,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101585,电池报警状态44# 内阻过大告警,1169,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101586,电池报警状态44# 内阻不均告警,1171,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101587,电池报警状态44# 自检故障告警,1173,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101588,电池报警状态44# 线路故障告警,1175,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101589,电池报警状态45# 模块掉线,1177,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101590,电池报警状态45# 电压过高告警,1179,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101591,电池报警状态45# 电压过低告警,1181,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101592,电池报警状态45# 电压不均告警,1183,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101593,电池报警状态45# 极柱温度过高告警,1185,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101594,电池报警状态45# 内阻过大告警,1187,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101595,电池报警状态45# 内阻不均告警,1189,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101596,电池报警状态45# 自检故障告警,1191,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101597,电池报警状态45# 线路故障告警,1193,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101598,电池报警状态46# 模块掉线,1195,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101599,电池报警状态46# 电压过高告警,1197,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101600,电池报警状态46# 电压过低告警,1199,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101601,电池报警状态46# 电压不均告警,1201,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101602,电池报警状态46# 极柱温度过高告警,1203,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101603,电池报警状态46# 内阻过大告警,1205,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101604,电池报警状态46# 内阻不均告警,1207,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101605,电池报警状态46# 自检故障告警,1209,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101606,电池报警状态46# 线路故障告警,1211,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101607,电池报警状态47# 模块掉线,1213,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101608,电池报警状态47# 电压过高告警,1215,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101609,电池报警状态47# 电压过低告警,1217,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101610,电池报警状态47# 电压不均告警,1219,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101611,电池报警状态47# 极柱温度过高告警,1221,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101612,电池报警状态47# 内阻过大告警,1223,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101613,电池报警状态47# 内阻不均告警,1225,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101614,电池报警状态47# 自检故障告警,1227,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101615,电池报警状态47# 线路故障告警,1229,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101616,电池报警状态48# 模块掉线,1231,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101617,电池报警状态48# 电压过高告警,1233,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101618,电池报警状态48# 电压过低告警,1235,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101619,电池报警状态48# 电压不均告警,1237,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101620,电池报警状态48# 极柱温度过高告警,1239,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101621,电池报警状态48# 内阻过大告警,1241,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101622,电池报警状态48# 内阻不均告警,1243,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101623,电池报警状态48# 自检故障告警,1245,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101624,电池报警状态48# 线路故障告警,1247,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101625,电池报警状态49# 模块掉线,1249,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101626,电池报警状态49# 电压过高告警,1251,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101627,电池报警状态49# 电压过低告警,1253,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101628,电池报警状态49# 电压不均告警,1255,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101629,电池报警状态49# 极柱温度过高告警,1257,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101630,电池报警状态49# 内阻过大告警,1259,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101631,电池报警状态49# 内阻不均告警,1261,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101632,电池报警状态49# 自检故障告警,1263,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101633,电池报警状态49# 线路故障告警,1265,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101634,电池报警状态50# 模块掉线,1267,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101635,电池报警状态50# 电压过高告警,1269,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101636,电池报警状态50# 电压过低告警,1271,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101637,电池报警状态50# 电压不均告警,1273,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101638,电池报警状态50# 极柱温度过高告警,1275,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101639,电池报警状态50# 内阻过大告警,1277,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101640,电池报警状态50# 内阻不均告警,1279,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101641,电池报警状态50# 自检故障告警,1281,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101642,电池报警状态50# 线路故障告警,1283,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101643,电池报警状态51# 模块掉线,1285,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101644,电池报警状态51# 电压过高告警,1287,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101645,电池报警状态51# 电压过低告警,1289,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101646,电池报警状态51# 电压不均告警,1291,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101647,电池报警状态51# 极柱温度过高告警,1293,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101648,电池报警状态51# 内阻过大告警,1295,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101649,电池报警状态51# 内阻不均告警,1297,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101650,电池报警状态51# 自检故障告警,1299,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101651,电池报警状态51# 线路故障告警,1301,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101652,电池报警状态52# 模块掉线,1303,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101653,电池报警状态52# 电压过高告警,1305,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101654,电池报警状态52# 电压过低告警,1307,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101655,电池报警状态52# 电压不均告警,1309,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101656,电池报警状态52# 极柱温度过高告警,1311,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101657,电池报警状态52# 内阻过大告警,1313,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101658,电池报警状态52# 内阻不均告警,1315,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101659,电池报警状态52# 自检故障告警,1317,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101660,电池报警状态52# 线路故障告警,1319,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101661,电池报警状态53# 模块掉线,1321,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101662,电池报警状态53# 电压过高告警,1323,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101663,电池报警状态53# 电压过低告警,1325,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101664,电池报警状态53# 电压不均告警,1327,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101665,电池报警状态53# 极柱温度过高告警,1329,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101666,电池报警状态53# 内阻过大告警,1331,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101667,电池报警状态53# 内阻不均告警,1333,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101668,电池报警状态53# 自检故障告警,1335,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101669,电池报警状态53# 线路故障告警,1337,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101670,电池报警状态54# 模块掉线,1339,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101671,电池报警状态54# 电压过高告警,1341,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101672,电池报警状态54# 电压过低告警,1343,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101673,电池报警状态54# 电压不均告警,1345,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101674,电池报警状态54# 极柱温度过高告警,1347,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101675,电池报警状态54# 内阻过大告警,1349,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101676,电池报警状态54# 内阻不均告警,1351,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101677,电池报警状态54# 自检故障告警,1353,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101678,电池报警状态54# 线路故障告警,1355,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101679,电池报警状态55# 模块掉线,1357,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组一,D6101,电池报警状态,D6101680,电池报警状态55# 电压过高告警,1359,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
